sku,ean,regular_price,stock_quantity,stock_status,manage_stock,post_title,brand
0-761345-10254-4,0761345102544,45.25,0,outofstock,yes,"Antec CX705 ARGB Gaming Case Mid Tower,  1 x USB Type-C / 1 x USB 3.0 / 1 x USB 2.0, Tempered Glass Front and Side Window Panel, Vertical Cooling with Massive Air Intake, 5 x Pre-Installed ARGB LED Fans, ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10170-7,0761345101707,26.95,0,outofstock,yes,"Antec CX800 Mid Tower Gaming Case, 1 x USB 3.0 / 2 x USB 2.0, Tempered Glass Front and Side Window Panel, Dual-Chamber design, 3 x Pre-Installed ARGB LED Fans , ATX, Micro ATX, Mini-ITX Compatible",ANTEC
0-761345-10171-4,0761345101714,29.59,22,instock,yes,"Antec CX800 Mid Tower Gaming Case, 1 x USB 3.0 / 2 x USB 2.0, Tempered Glass Front and Side Window Panel, Dual-Chamber design, 3 x Pre-Installed ARGB LED Fans , ATX, Micro ATX, Mini-ITX Compatible",ANTEC
0-761345-10137-0,0761345101370,29.86,22,instock,yes,"Antec CX800 Wood Mid Tower Gaming Case, 1 x USB Type-C / 1 x USB 3.0, Tempered Glass Front and Side Window Panel, Dual Chamber Design, 4 x Pre-Installed ARGB LED Fans, ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10253-7,0761345102537,41.5,0,outofstock,yes,"Antec FLUX M Mini Tower Gaming Case, 1 x USB Type-C / 1 x USB 3.0, Tempered Glass Side Window Panel, Vertical Airflow Design, 3 x Pre-Installed RGB LED Fans & 3 PWM Reverse Fans, Micro-ATX, ITX Compatible",ANTEC
0-761345-10154-7,0761345101547,116.43,130,instock,yes,"Antec Flux PRO Full Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Multi-Directional Vent Design, 6 x Pre-Installed ARGB LED Fans, E-ATX, ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10156-1,0761345101561,95.34,3,instock,yes,"Antec Flux Pro Full Tower Gaming Case, 2 x USB 3.0 / 1 x USB Type-C Tempered Glass Side Window Panel, Antec Flux Airflow Channel, 6 Pre-Installed PWM Fans, E-ATX (=285mm), ATX, Micro-ATX, ITX Compatible ",ANTEC
0-761345-10241-4,0761345102414,64.22,19,instock,yes,"Antec FLUX Rear Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Multi-directional Vent Design, Walnut Wood Accents, 3 x Pre-Installed High-Performance PWM Fans , E-ATX (=330mm), ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10177-6,0761345101776,70.77,25,instock,yes,"Antec FLUX SE Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Metal Mesh with Walnu tWood Accents, 3 x Pre-Installed High-performance PWM Fans, E-ATX (=330mm), ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10133-2,0761345101332,68.34,33,instock,yes,"Antec FLUX Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Multi-directional Vent Design, Walnut Wood Accents, 5 x Pre-Installed PWM Fans, E-ATX (=330mm), ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10134-9,0761345101349,57.66,10,instock,yes,"Antec FLUX Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Multi-directional Vent Design, 5 x Pre-Installed PWM Fans, E-ATX (=330mm), ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-80104-1,0761345801041,54.34,70,instock,yes,"Antec P20CE Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Full-size Dust Filter, 3 x Pre-Installed PWM Fans, E-ATX, ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-80108-9,0761345801089,28.22,85,instock,yes,"Antec P20C Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Pin-Type Metal Front with Clip-On Dust Filter, 3 x Pre-Installed PWM Fans, E-ATX, ATX, Micro-ATX, ITX Compatible",ANTEC
0-761345-10256-8,0761345102568,44.93,21,instock,yes,"Antec P30 Air Mid-Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Large Mesh Front with Premier Wood Accents, 3 x Pre-Installed PWM Fans, ATX, Micro-ATX , ITX Compatible",ANTEC
0-761345-10255-1,0761345102551,46.62,22,instock,yes,"Antec P30 Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Window Panel, Large metal mesh front panel with premium wood accents, 5 x Pre-Installed ARGB LED Fans, ATX, micro-ATX, ITX Compatible",ANTEC
0-761345-10258-2,0761345102582,37.9,151,instock,yes,"Antec P7S Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Steel Side Panels With Sound-Dampening Foam, Dual Side Mesh Design, 4 x Pre-Installed PWM  Fans, ATX  Micro-ATX, ITX Compatible",ANTEC
0-761345-10169-1,0761345101691,82.55,10,instock,yes,"Antec Performance 1M Aventurine Mini-ITX Gaming Case, 1 x USB Type-C, Perforated Panel Design for Optimal Airflow  0 x Pre-Installed Fans,  SFX-L & SFX only, ITX Compatible",ANTEC
0-761345-10091-5,761345100915,53.74,24,instock,yes,"Antec Performance 1 FT Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass  on Both Side Window Panels, Temperature Display,  4 x Pre-Installed Storm T3 PWM Fans, E-ATX, ATX, Micro-ATX, Mini-ITX Compatible",ANTEC
0-761345-92003-2,0761345920032,32.0,201,instock,yes,"Antec VSK2000-U3 Micro Tower Slim Case, 2 x USB 3.0, Totally Tool-less design, TFX PSU form factor required, 1 x Pre-Installed 92mm Temperature Controlled Fan, Micro-ATX, Mini-ITX Compatible",ANTEC
0-761345-92025-4,0761345920254,26.84,416,instock,yes,"Antec VSK-3000B-U3/U2 Micro Tower Gaming Case, 1 x USB 3.0 / 1 x USB 2.0, SGCC steel, Vented Side Panel, 1 x Pre-Installed 92mm Rear Exhaust Fan, Micro-ATX, Mini-ITX Compatible",ANTEC
0-761345-10232-2,0761345102322,21.44,0,outofstock,yes,"Antec VX310 ARGB Mid-Tower Gaming Case, 1 x USB 3.0 / 2 x USB 2.0, Tempered Glass Side Window Panel, High-Airflow Mesh Front , 3 x Pre-Installed ARGB LED Fans Included, ATX, Micro-ATX,ITX Compatible",ANTEC
0-761345-10234-6,0761345102346,24.96,7,instock,yes,"Antec VX320 ARGB Mid-Tower Gaming Case, 1 x USB 3.0/ 1 x USB 2.0, Tempered Glass Side Window Panel, Ventilated Front Grille, 4 x Pre-Installed ARGB LED Fans, ATX, Micro-ATX,ITX Compatible",ANTEC
BG021,4260052185414,64.1,32,instock,yes,"be quiet! BG021 Pure Base 600 Mid Tower Gaming Case, 2 x USB 3.2, Water Cooling Ready, Completely Sound Insulated, 2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BG022,4260052185421,64.34,4,instock,yes,"be quiet! BG022 Pure Base 600 Silver Mid Tower Gaming Case, 1 x USB 3.2, Water Cooling Ready, 2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BG039,4260052188378,99.5,95,instock,yes,"be quiet! BG039 Silent Base 802 Mid Tower Gaming Case, 1 x USB Type-C / 1 x USB 3.2, Front and Side Sound-Dampening Mats, 3 x Pre-Installed Pure Wings 2 140mm Fans, E-ATX (30.5 x 27.5cm) / ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BG073,4260052191798,54.5,185,instock,yes,"be quiet! BG073 Pure Base 501 Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Water Cooling Ready, 2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BG074,4260052191804,55.5,253,instock,yes,"be quiet! BG074 Pure Base 501 Airflow Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Water Cooling Ready, 2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BG075,4260052191811,56.5,38,instock,yes,"be quiet! BG075 Pure Base 501 Airflow Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Water Cooling Ready, 2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BGW50,4260052190142,199.44,27,instock,yes,"be quiet! BGW50 Dark Base Pro 901 Full Tower Gaming Case, 1 x USB Type-C / 4 x USB 3.0, Tempered Glass Front Window Panel, 2 x Silent Wings Fans, Integrated ARGB Lighting. E-ATX / XL-ATX / ATX / M-ATX / Mini-ATX Compatible",BEQUIET
BGW67,4260052191736,114.55,72,instock,yes,"be quiet! BGW67 Light Base 600 LX Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Front & Side Window Panel, 4 x Light Wings ARGB Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BGW68,4260052191743,124.5,3,instock,yes,"be quiet! BGW68 Light Base 600 LX Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Front & Side Window Panel, 4 x Light Wings ARGB Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BGW71,4260052191774,141.5,79,instock,yes,"be quiet! BGW71 Light Base 900 FX Full Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0,  Tempered Glass Front & Side Window Panel, 4 x Light Wings ARGB Fans, E-ATX / XL-ATX / ATX / M-ATX / Mini-ATX Compatible",BEQUIET
BGW74,4260052191828,62.22,38,instock,yes,"be quiet! BGW74 Pure Base 501 Airflow Window Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Sleek Front Panel and Airflow Cover, Water Cooling Ready,  2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BGW75,4260052191835,65.0,5,instock,yes,"be quiet! BGW75 Pure Base 501 Airflow Window White Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Sleek Front Panel and Airflow Cover, Water Cooling Ready,  2 x Pre-Installed Pure Wings 3 140mm Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
BGW78,4260052192856,80.1,59,instock,yes,"be quiet! BGW78 Pure Base 501 LX Mid Tower Gaming Case, 1 x USB Type-C / 2 x USB 3.0, Tempered Glass Side Panel, 4 x Pre-Installed Light Wings LX Fans, ATX / M-ATX / Mini-ITX Compatible",BEQUIET
CSCITACADEMY,5055492415370,26.55,20,instock,yes,CiT Academy Mid-Tower Office PC Case With USB Type C and 80mm Rear Black Fan and 500W Power Supply Included,CIT
CSCIT4URACK500,5055492407283,49.9,0,outofstock,yes,"CiT 4U Rackmount Server Case 500mm, Heavy-Duty Industrial Chassis with Lockable Front Door, Supports ATX/mATX, 8x Internal HDD Bays for Massive Storage, Black",CIT
CITWORK,5055492409089,12.5,163,instock,yes,"CiT Work Micro-ATX PC Case with USB 3.0, HD Audio, and Efficient Cooling. Compact Steel Design for Home and Office Builds",CIT
CSCITCOURSE,5055492412614,23.0,3,instock,yes,"CiT Course Case, Home & Business, Black, Micro Tower, 2 x USB 3.0 / 1 x USB 2.0, Brushed Aluminium Finish for a Refined and Tidy Look, Micro ATX, Mini-ITX",CIT
CSCITELITE,5055492406101,27.9,767,instock,yes,CiT Elite Micro Tower 1 x USB 3.0 / 1 x USB 2.0 Black Case with 500W PSU,CIT
CIT-S8I-AC,5055492415424,32.33,0,outofstock,yes,"CiT S8i SFF Micro-ATX PC Case - 8.3L Compact Desktop Chassis, Brushed Front, 1 x 80mm Fan, 2 x USB 3.0, TFX PSU Support, Black",CIT
JETSTREAM-SILVER,5055492400802,22.15,133,instock,yes,CiT Jet Stream Mid Tower 1 x USB 3.0 / 1 x USB 2.0 Black & Silver Case with 500W PSU,CIT
CIT-MENTOR,5055492415387,15.6,283,instock,yes,CiT Mentor Micro-ATX Office PC Case With USB Type C and 80mm Rear Black Fan Included,CIT
CSCITSILENTES,5055492413239,28.5,17,instock,yes,CIT Silent ES Black Mid-Tower Low Noise Computer Case with 2 x 120mm PWM Cooling Fans Included Sound Dampening Material,CIT
S014C,5055492416476,35.55,6,instock,yes,"CiT S014C Black Slim Micro ATX/ITX Desktop Case with 300W Power Supply, USB 2.0, USB 3.0 Type-A & Type-C Ports",CIT
2U400,5055492415103,89.19,5,instock,yes,"Codegen 2U400 Rackmount Server Case, 1 x USB 3.0  / 1 x USB 2.0, 380 MM Deep, 3 x 80 mm PWM Hydraulic Bearing, Micro ATX, Mini ITX Compatible",CODEGEN
CSCG4U600GP,5055492415257,135.0,0,outofstock,yes,"Codegen CSCG4U600GP 4U Rackmount Server Case, 1 x USB Type-C / 1 x USB 3.0  / 1 x USB 2.0, 600MM Deep, 2 x 80 mm PWM Hydraulic Bearing (rear), SSI-EEB, E-ATX, ATX, Micro-ATX, Mini-ITX Compatible",CODEGEN
R-CC360-BKAPM3-G-1,6933412774976,26.11,118,instock,yes,"DeepCool CC360 ARGB, Black, Mini Tower Chassis w/ Tempered Glass Window, 3x 120mm ARGB Fans, USB 3.0, mATX/mITX",DEEPCOOL
R-CC360-WHAPM3-G-1,6933412774945,28.81,20,instock,yes,"DeepCool CC360 ARGB WH, White, Mini Tower Chassis w/ Tempered Glass Window, 3x 120mm ARGB Fans, USB 3.0, mATX/mITX",DEEPCOOL
R-CC560-BKTAA4-G-2,6933412774570,31.83,85,instock,yes,"DeepCool CC560 ARGB V2 Case, Gaming, Black, Mid Tower, 1 x USB 3.0 / 1 x USB 2.0, Tempered Glass Side Window Panel, Abundant Airflow Performance, Addressable RGB LED Fans, ATX, Micro ATX, Mini-ITX",DEEPCOOL
R-CG330-BKNGM3-G,6933412765493,34.9,25,instock,yes,"DeepCool CG330 3F ARGB Dual-Chamber Micro-ATX Tower Case, Tempered Glass Panels, 3 x 120mm ARGB Fans, USB 3.0, ITX/Micro-ATX, Black",DEEPCOOL
R-CG330-WHNGM3-G,6933412765509,35.49,10,instock,yes,"DeepCool CG330 3F ARGB Dual-Chamber Micro-ATX Tower Case, Tempered Glass Panels, 3 x 120mm ARGB Fans, USB 3.0, ITX/Micro-ATX, White",DEEPCOOL
R-CG380-BKAGM3-G,6933412765455,36.22,0,outofstock,yes,"DeepCool CG380 3F Micro-ATX Gaming Case Black  Panoramic Tempered Glass Side Panel, Mesh Airflow Front, 3 Pre-Installed ARGB Fans, USB-C & USB-A Front I/O, Spacious SFF/mATX/ITX Build Support",DEEPCOOL
R-CG380-WHAGM3-G,6933412765462,36.22,22,instock,yes,"DeepCool CG380 3F Micro-ATX Gaming Case White  Panoramic Tempered Glass Side Panel, Mesh Airflow Front, 3 Pre-Installed ARGB Fans, USB-C & USB-A Front I/O, Spacious SFF/mATX/ITX Build Support",DEEPCOOL
R-CG530-BKNDA0-G-1,6933412765134,30.51,43,instock,yes,"DeepCool CG530 Dual-Chamber Mid Tower Case, Tempered Glass Panels, Advanced Cooling Support, Exceptional Cable Management, Black",DEEPCOOL
R-CG530-BKADA4-G-1,6933412765158,41.66,191,instock,yes,"DeepCool CG530 4F Mid-Tower Case with Tempered Glass Panels, 4 Pre-Installed ARGB Fans, and Optimal Airflow Support, Black",DEEPCOOL
R-CG530-WHADA4-G-1,6933412765165,44.31,52,instock,yes,"DeepCool CG530 4F Mid-Tower Case with Tempered Glass Panels, 4 Pre-Installed ARGB Fans, and Optimal Airflow Support, White",DEEPCOOL
R-CG530U-BKAGA4-G,6933412765592,48.3,84,instock,yes,"DeepCool CG530U 4F Case,Black, Mid- Tower, 2x USB 3.0, Tempered Glass Side Window Panel, ITX/Micro ATX/ATX",DEEPCOOL
R-CG530U-WHAGA4-G,6933412765608,49.5,32,instock,yes,"DeepCool CG530U 4F WH Case,White, Mid- Tower, 2x USB 3.0, Tempered Glass Side Window Panel, ITX/Micro ATX/ATX",DEEPCOOL
R-CG530-WHNDA0-G-1,6933412765141,34.9,36,instock,yes,"DeepCool CG530 Dual-Chamber Computer Case, Tempered Glass Panels, Advanced Cooling Support, Exceptional Cable Management, White",DEEPCOOL
R-CH160-BKNGM0-G,6933412765356,35.19,10,instock,yes,"DeepCool CH160 PLUS Micro-ATX Mini Tower PC Case, Tempered Glass, High-Airflow Mesh Design, USB-C & USB 3.0 Front I/O, Supports ATX PSU & 305mm GPU, Black",DEEPCOOL
R-CH160-WHNGM0-G,6933412765349,35.19,7,instock,yes,"DeepCool CH160 PLUS Micro-ATX Mini Tower PC Case, Tempered Glass, Mesh Airflow Design, 240mm Radiator Support, USB-C & USB 3.0 Front I/O, GPU up to 342mm, White",DEEPCOOL
R-CH170-BKNPI0D-G-1,6933412774228,43.94,32,instock,yes,"Deepcool CH170 Digital Mini-ITX Case - High Airflow, Supports Water Cooling, Ultra-Quiet Operation, Compact Design for Efficient Space Management",DEEPCOOL
R-CH170-WHNPI0D-G-1,6933412774211,40.7,31,instock,yes,"Deepcool CH170 Digital White Mini-ITX Case - High Airflow, Supports Water Cooling, Ultra-Quiet Operation, Compact Design for Efficient Space Management",DEEPCOOL
R-CH260-BKNGM0-G-1,6933412765233,38.65,40,instock,yes,"DeepCool CH260 Micro-ATX Case, High-Airflow Compact PC Case with Tempered Glass Panel, USB-C Port, Supports 360mm Radiator, ATX PSU, Black",DEEPCOOL
R-CH260-BKNWM0-G-1,69334127652333,39.5,0,outofstock,yes,"DeepCool CH260 Micro-ATX Mini Tower PC Gaming Case, Wood, Tempered Glass Side Panel USB Type-C High Airflow Supports ATX PSU & RTX GPUs Black",DEEPCOOL
R-CH260-WHNGM0-G-1,6933412765240,41.08,9,instock,yes,"DeepCool CH260 White Micro-ATX Case, High-Airflow Compact PC Case with Tempered Glass Panel, USB-C Port, Supports 360mm Radiator, ATX PSU, Black",DEEPCOOL
R-CH270-BKNDM0-G-1,6933412765257,49.55,14,instock,yes,"DeepCool CH270 Digital Micro-ATX Case, Mini-Tower PC Case with Tempered Glass Side Panel, USB-C Port, High Airflow Support for 360mm Radiator, ATX PSU, Black",DEEPCOOL
R-CH360-BKAPE3D-G-1,6933412774693,45.6,30,instock,yes,"DeepCool CH360 Digital Gaming Case Black Mid Tower with Tempered Glass Side Window Panel, Advanced Cooling, USB 3.0/USB-C Ports, Pre-Installed Fans, Micro ATX/Mini-ITX",DEEPCOOL
R-CH370-BKNAM1-G-1,6933412715061,30.68,31,instock,yes,"DeepCool CH370, Black, Mini Tower Chassis w/ Tempered Glass Window, 1x 120mm Fan, 2x USB 3.0, mATX/mITX",DEEPCOOL
R-CH690-BKNNA0D-G-1,6933412774037,55.34,46,instock,yes,"DeepCool CH690 Digital ATX Mid-Tower Case, High-Airflow PC Case with Semi-Glass Panel, USB-C Port, Support for 420mm Radiator, 450mm GPU, ATX PSU, Black",DEEPCOOL
R-CL6600-BKNNA0-G-1,6933412765295,106.5,40,instock,yes,"DeepCool CL6600 ARGB Modular Split-Chamber Mid-Tower ATX Case, Tempered Glass Panels,  Pre-installed 360mm ARGB Liquid Cooler, 2 x FL12R  SE ARGB Fans, USB 3.0, Mini-ITX/Mico-ATX/ATX, Black",DEEPCOOL
R-MACUBE110-BKNGM1N-G-1,6933412714385,24.86,148,instock,yes,"DeepCool MACUBE 110 Case, Home & Business, Black, Micro Tower, 2 x USB 3.0, Tempered Glass Side Window Panel, Micro ATX, Mini-ITX",DEEPCOOL
SIDE PANEL,SIDE PANEL,2.95,122,instock,yes,DeepCool MACUBE 110 Solid Side Panel (Steel) - Replacement Accessory,DEEPCOOL
R-MACUBE110-BKNGM1N-G-1 SOLID,6933412714385 SOLIDD,24.86,6,instock,yes,"DeepCool MACUBE 110 Case, Home & Business, Black, Micro Tower, 2 x USB 3.0, Solid Side Panel, Micro ATX, Mini-ITX",DEEPCOOL
DP-MATX-MATREXX30-SI,6933412714125,15.33,409,instock,yes,"DeepCool MATREXX 30 SI Case, Home & Business, Black, Mini Tower, 1 x USB 3.0 / 1 x USB 2.0, Micro ATX, Mini-ITX, System Integrator Chassis",DEEPCOOL
DP-MATX-MATREXX40-3FS,6933412714569,25.31,77,instock,yes,"DeepCool MATREXX 40 3FS Case, Gaming, Black, Micro Tower, 1 x USB 3.0 / 1 x USB 2.0, Tempered Glass Side Window Panel, Mesh Front Panel for Optimized Airflow, Tri-Colour LED Fans, Micro ATX, Mini-ITX",DEEPCOOL
R-MORPHEUS-WHAPA1-G-1,6933412774754,69.8,4,instock,yes,"DeepCool Morpheus Case, Gaming, White, Full Tower, 4 x USB 3.0 / 1 x USB Type-C, Tempered Glass Side Window Panel, 1x 420mm ARGB side fan, Mini-ITX / M-ATX / ATX / E-ATX",DEEPCOOL
CITCSSO14B,5055492405913,31.93,370,instock,yes,CiT S014B Thin Client Micro ATX 1 x USB 3.0 / 2 x USB 2.0 Black Case with 300W PSU,CIT
TWCA-FOGM2A-BKOLUK,810072523440,31.22,0,outofstock,yes,"TecWare Forge M2 mATX PC Case, Compact High Airflow Mesh Front Panel, 3 x ARGB Fans Included, Hinged Tempered Glass Door, Supports 240mm Radiator, mATX/ITX, Black",TECWARE
TWCA-FUS3-BK,810072523952,32.55,0,outofstock,yes,"TecWare Fusion 3 mATX Compact PC Case, High Airflow SFF Chassis, 3 Fans Included, Top-Mount ATX/SFX PSU Support, USB-C, Supports 280mm GPU & Dual Radiators, Black",TECWARE
AK-CBLD08-12BK,4710614539136,3.9,0,outofstock,yes,Akasa 1-to-2 Addressable RGB LED Splitter Cable,AKASA
0-761345-70003-0,0761345700030,37.5,21,instock,yes,"Antec RTX50 PCIe 5.0 Riser Cable with 90 degree Bracket Mount, Black,  Designed To Allow Vertical Mounting Of A Graphics Card",ANTEC
0-761345-70004-7,0761345700047,35.5,13,instock,yes,"Antec RTX50 PCIe 5.0 Riser Cable with 90 degree Bracket Mount, White,  Designed To Allow Vertical Mounting Of A Graphics Card",ANTEC
BGA05,4260052186602,4.2,12,instock,yes,"be quiet! HDD Cage, Mounting for One HDD or Two SSDs, Black & Orange Rubber Decouplings Included, Compatible with Most be quiet! Cases",BEQUIET
BGA11,4260052190159,4.5,20,instock,yes,"be quiet! HDD Cage 2, Perfect Mounting For One HDD Or Up To 2 SSDs, for Dark Base Pro 901 Case, 3 years manufacturer's warranty.",BEQUIET
CW-AD-AC,4823108616401,2.48,0,outofstock,yes,ColorWay Grey Adapter USB-A To Type-C,COLORWAY
CW-AD-CA,4823108616395,2.48,9,instock,yes,ColorWay Grey Adapter Type-C To USB-A,COLORWAY
DP-GH01-ARGB,6933412796107,7.88,18,instock,yes,DeepCool GH-01 A-RGB Addressable RGB GPU Stand Bracket,DEEPCOOL
R-SC790-BKNSNN-G,6933412796480,9.25,0,outofstock,yes,"DeepCool SC790 2-in-1 Addressable RGB & PWM Fan Hub, 6-Port, Connect up to 6 PWM ARGB 3-Pin Fans Simultaneously While Occupying Minimal Motherboard Headers, Magnetic for Easy Installation",DEEPCOOL
2.5X150MM BLACK,5053118811728,0.38,7626,instock,yes,Evo Labs Black Cable Ties 150 x 2.5mm 100 Pack,EVO LABS
2.5X200MM BLACK,5053118880076,0.52,6806,instock,yes,Evo Labs Black Cable Ties 200 x 2.5mm 100 Pack,EVO LABS
30446,4002888304467,2.61,11,instock,yes,Lindy 30446 1m UK 3 Pin Plug To Right Angle IEC C13 (Kettle) 5 Amp Fuse Mains Extension Cable - Black,LINDY
31319,4002888313193,6.28,7,instock,yes,Lindy 31319 0.5m USB-A (M) 2.0 To Lightening (M) MFi Certified 480Mbps Cable - Black,LINDY
31327,4002888313278,7.4,14,instock,yes,Lindy 31327 2m USB-A (M) 2.0 To Lightening (M) MFi Certified 480Mbps Cable - White,LINDY
33351,4002888333511,0.82,10,instock,yes,Lindy 33351 0.5m SATA (7 Pin) to 90 Deg SATA (7 Pin) Cable - Red/Black,LINDY
33352,4002888333528,0.88,9,instock,yes,"Lindy 33352 0.7m SATA (7 Pin) to 90 Deg SATA (7 Pin) Cable - Red/Black, Compatible With SATA III And Backwards Compatible With SATA I And II, 10 Year Warranty",LINDY
36272,4002888362726,6.97,6,instock,yes,Lindy 36272 2m HDMI (M) To DVI-D (M) Black Line 1920x1200@60Hz Max Resolution  - Black,LINDY
36493,4002888364935,6.12,9,instock,yes,Lindy 36493 3m DisplayPort (M) 1.2 Black Line 4096x2160@60Hz Cable - Black,LINDY
36701,4002888367011,0.97,25,instock,yes,Lindy 36701 0.5m USB-A (M) 2.0 To USB-A (F) 2.0 Anthra Line 480Mbps Extension Cable - Black,LINDY
36703,4002888367035,1.4,11,instock,yes,"Lindy 36703 2m USB 2.0 Type A Extension Cable, Anthra Line",LINDY
36733,4002888367332,1.48,32,instock,yes,Lindy 36733 2m USB-A (M) 2.0 To USB Micro-B (M) 2.0 Anthra Line 480Mbps Cable - Black,LINDY
36734,4002888367349,1.87,10,instock,yes,Lindy 36734 3m USB-A (M) 2.0 To USB Micro-B (M) 2.0 Anthra Line 480Mbps Cable - Black,LINDY
36886,4002888368865,3.03,6,instock,yes,Lindy 36886 1m USB-A (M) 2.0 To USB-C (M) 2.0 Anthra Line 480Mbps Cable - Black,LINDY
36887,4002888368872,4.15,17,instock,yes,Lindy 36887 2m USB-A (M) 2.0 To USB-C (M) 2.0 Anthra Line 480Mbps Cable - Black,LINDY
37002,4002888370028,17.01,2,instock,yes,"Lindy Black Line 37002 2m USB4 240W Cable, 24 pin USB-C (M) to 24 pin USB-C (M)",LINDY
37317,4002888373173,4.5,4,instock,yes,"Lindy 37317 2m 4K60Hz HDMI Cable, Ultra Flexible, UHD Resolutions up to 3840x2160@60Hz 4:4:4 8bit, Supports 3D, 4K,18Gbps, 10 Year Warranty",LINDY
38296,4002888382960,43.5,2,instock,yes,Lindy 38296 0.18m VGA & Audio (M) To DisplayPort (F) 1.2 USB Powered 1920x1080@60Hz Adapter Cable - Black,LINDY
42986,4002888429863,5.72,28,instock,yes,"LINDY 42986 4 Port USB Hub, 4 x USB 2.0 Type-A (F) Ports, Supports Data Transfer Rates of up to 480 Mbps, Plug and Play Installation, USB Bus-Powered with DC Socket for External Power Supply",LINDY
43308,4002888433082,55.43,4,instock,yes,"LINDY 43308 5m Active USB 3.2 Gen 2 C/C Cable, Data transfer rates up to 10Gbps, Supports video resolutions up to UHD 8K 7680x4320@60Hz including 4K 4096x2160@120Hz, 2 year warranty",LINDY
43412,4002888434126,8.43,20,instock,yes,"Lindy USB 3.2 Gen 1 Gigabit Ethernet Converter, Bus-Powered, No External Power Supply Required",LINDY
73427,4002888734271,15.96,0,outofstock,yes,LINDY 73427 65W USB Type C GaN Charger UK Plug,LINDY
73439,4002888734394,19.84,12,instock,yes,"Lindy 65W USB 2 x Type C GaN Charger, Input UK Plug, Output 2 x USB Type C Female, Black",LINDY
CAT6-BLK-10M,5053118849752,5.36,0,outofstock,yes,"Prevo CAT6-BLK-10M Network Cable, RJ45 (M) to RJ45 (M), CAT6, 10m, Black, Oxygen Free Copper Core, Sturdy PVC Outer Sleeve & Clip Protector, Retail Box Packaging",PREVO
CAT6-BLK-1M,5053118738964,1.09,191,instock,yes,"Prevo CAT6-BLK-1M Network Cable, RJ45 (M) to RJ45 (M), CAT6, 1m, Black, Oxygen Free Copper Core, Sturdy PVC Outer Sleeve & Clip Protector, Retail Box Packaging",PREVO
CAT6-BLK-20M,5053118281491,8.95,202,instock,yes,"Prevo CAT6-BLK-20M Network Cable, RJ45 (M) to RJ45 (M), CAT6, 20m, Black, Oxygen Free Copper Core, Sturdy PVC Outer Sleeve & Clip Protector, Retail Box Packaging",PREVO
